dataset name,accuracy,bias score,unknown rate
race_x_gender_ambiguous_fill_blank_gpt4o,0.8289473684210527,-0.01766917293233082,0.8289473684210527
physical_appearance_disambiguated_short_answer_gpt4o,0.7906091370558376,-0.02164502164502169,0.12055837563451777
physical_appearance_ambiguous_fill_blank_gpt4o,0.7982233502538071,0.10025380710659898,0.7982233502538071
sexual_orientation_ambiguous_multiple_choice_gpt4o,0.9537037037037037,0.04166666666666665,0.9537037037037037
race_ethnicity_ambiguous_short_answer_gpt4o,0.9863372093023256,-0.002616279069767439,0.9863372093023256
ses_ambiguous_short_answer_gpt4o,0.7319347319347319,0.21911421911421913,0.7319347319347319
race_ethnicity_disambiguated_fill_blank_gpt4o,0.8703488372093023,0.007494297816878381,0.10784883720930233
race_x_ses_disambiguated_multiple_choice_gpt4o,0.9818996415770609,0.011986923356338552,0.013261648745519713
ses_ambiguous_fill_blank_gpt4o,0.7214452214452215,0.18822843822843816,0.7214452214452215
religion_disambiguated_multiple_choice_gpt4o,0.7833333333333333,0.08230452674897126,0.19
race_x_ses_ambiguous_multiple_choice_gpt4o,0.9623655913978495,0.028315412186379903,0.9623655913978495
sexual_orientation_ambiguous_short_answer_gpt4o,0.9537037037037037,0.04166666666666665,0.9537037037037037
physical_appearance_disambiguated_multiple_choice_gpt4o,0.7550761421319797,0.0060606060606061,0.16243654822335024
nationality_disambiguated_fill_blank_gpt4o,0.685064935064935,0.013084112149532645,0.3051948051948052
age_ambiguous_short_answer_gpt4o,0.5217391304347826,0.43586956521739134,0.5217391304347826
disability_status_ambiguous_fill_blank_gpt4o,0.7172236503856041,0.04627249357326477,0.7172236503856041
nationality_disambiguated_multiple_choice_gpt4o,0.9337662337662338,0.011126564673157091,0.06623376623376623
race_x_gender_ambiguous_multiple_choice_gpt4o,0.9616541353383459,-0.011779448621553883,0.9616541353383459
race_x_ses_disambiguated_short_answer_gpt4o,0.9243727598566308,-0.014127529591447141,0.06129032258064516
race_x_gender_disambiguated_short_answer_gpt4o,0.9699248120300752,0.004888088500128562,0.02581453634085213
disability_status_ambiguous_short_answer_gpt4o,0.7763496143958869,0.1748071979434447,0.7763496143958869
religion_ambiguous_multiple_choice_gpt4o,0.8916666666666667,0.08499999999999996,0.8916666666666667
age_disambiguated_multiple_choice_gpt4o,0.9820652173913044,0.009966777408637828,0.01847826086956522
physical_appearance_ambiguous_multiple_choice_gpt4o,0.9517766497461929,0.048223350253807085,0.9517766497461929
age_ambiguous_multiple_choice_gpt4o,0.6760869565217391,0.3076086956521739,0.6760869565217391
race_x_ses_disambiguated_fill_blank_gpt4o,0.2833333333333333,0.007931665649786535,0.7062724014336917
religion_disambiguated_short_answer_gpt4o,0.8616666666666667,0.07462686567164178,0.10666666666666667
nationality_ambiguous_fill_blank_gpt4o,0.587012987012987,0.13636363636363638,0.587012987012987
gender_identity_ambiguous_short_answer_gpt4o,0.9788434414668548,0.0007052186177715102,0.9788434414668548
gender_identity_ambiguous_multiple_choice_gpt4o,0.9703808180535967,0.01480959097320167,0.9703808180535967
disability_status_disambiguated_short_answer_gpt4o,0.9305912596401028,0.0013793103448276334,0.06812339331619537
race_ethnicity_disambiguated_short_answer_gpt4o,0.961046511627907,0.003928679359322951,0.038081395348837206
sexual_orientation_ambiguous_fill_blank_gpt4o,0.7939814814814815,0.03472222222222221,0.7939814814814815
physical_appearance_ambiguous_short_answer_gpt4o,0.9060913705583756,0.07360406091370558,0.9060913705583756
disability_status_ambiguous_multiple_choice_gpt4o,0.8444730077120822,0.08354755784061699,0.8444730077120822
ses_disambiguated_multiple_choice_gpt4o,0.8333333333333334,0.04825174825174816,0.16666666666666666
race_x_gender_disambiguated_fill_blank_gpt4o,0.43972431077694235,-0.014241831890533407,0.5512531328320802
race_x_ses_ambiguous_fill_blank_gpt4o,0.9050179211469535,0.018279569892473105,0.9050179211469535
disability_status_disambiguated_multiple_choice_gpt4o,0.9113110539845758,0.018131101813110284,0.07840616966580977
gender_identity_ambiguous_fill_blank_gpt4o,0.3395627644569817,0.0814527503526093,0.3395627644569817
race_ethnicity_ambiguous_fill_blank_gpt4o,0.6058139534883721,0.006395348837209327,0.6058139534883721
disability_status_disambiguated_fill_blank_gpt4o,0.46272493573264784,-0.10999999999999999,0.48586118251928023
ses_disambiguated_fill_blank_gpt4o,0.791958041958042,0.004258339247693366,0.1789044289044289
age_disambiguated_short_answer_gpt4o,0.9744565217391304,0.09934562760261745,0.08641304347826087
religion_ambiguous_short_answer_gpt4o,0.8383333333333334,0.06166666666666665,0.8383333333333334
nationality_disambiguated_short_answer_gpt4o,0.9876623376623377,-0.007853403141361293,0.007792207792207792
race_x_gender_ambiguous_short_answer_gpt4o,0.9780701754385965,-0.004385964912280692,0.9780701754385965
gender_identity_disambiguated_multiple_choice_gpt4o,0.9351198871650211,-0.009803921568627416,0.06488011283497884
sexual_orientation_disambiguated_multiple_choice_gpt4o,0.8263888888888888,0.011173184357541999,0.1712962962962963
nationality_ambiguous_multiple_choice_gpt4o,0.9058441558441559,0.06168831168831165,0.9058441558441559
physical_appearance_disambiguated_fill_blank_gpt4o,0.44923857868020306,-0.080952380952381,0.467005076142132
gender_identity_disambiguated_short_answer_gpt4o,0.9492242595204513,-0.009629629629629655,0.047954866008462625
gender_identity_disambiguated_fill_blank_gpt4o,0.7901974612129761,-0.016890428757037723,0.18582510578279265
religion_ambiguous_fill_blank_gpt4o,0.7766666666666666,0.08,0.7766666666666666
sexual_orientation_disambiguated_fill_blank_gpt4o,0.7060185185185185,-0.038961038961038974,0.28703703703703703
sexual_orientation_disambiguated_short_answer_gpt4o,0.875,-0.015625,0.1111111111111111
race_ethnicity_disambiguated_multiple_choice_gpt4o,0.9412790697674419,0.004320987654321096,0.05813953488372093
race_ethnicity_ambiguous_multiple_choice_gpt4o,0.9834302325581395,0.00261627906976744,0.9834302325581395
religion_disambiguated_fill_blank_gpt4o,0.57,0.04419889502762442,0.39666666666666667
nationality_ambiguous_short_answer_gpt4o,0.798051948051948,0.11103896103896108,0.798051948051948
age_disambiguated_fill_blank_gpt4o,0.7929347826086957,0.12922173274596171,0.2597826086956522
age_ambiguous_fill_blank_gpt3-5_self-debiasing,0.48532608695652174,0.25597826086956527,0.48532608695652174
age_ambiguous_fill_blank_gpt3-5_self-new-debiasing,0.6728260869565217,0.12065217391304353,0.6728260869565217
age_ambiguous_fill_blank_gpt4o_self-debiasing,0.9516304347826087,-0.007065217391304353,0.9516304347826087
age_ambiguous_fill_blank_gpt4o_self-new-debiasing,0.9576086956521739,0.02282608695652176,0.9576086956521739
age_ambiguous_multiple_choice_gpt3-5_self-debiasing,0.6201086956521739,0.17010869565217399,0.6201086956521739
age_ambiguous_multiple_choice_gpt3-5_self-new-debiasing,0.5440217391304348,0.07554347826086955,0.5440217391304348
age_ambiguous_multiple_choice_gpt4o_self-debiasing,1.0,0.0,1.0
age_ambiguous_multiple_choice_gpt4o_self-new-debiasing,0.9989130434782608,0.0010869565217391797,0.9989130434782608
age_ambiguous_short_answer_gpt3-5_self-debiasing,0.8679347826086956,0.11250000000000003,0.8679347826086956
age_ambiguous_short_answer_gpt3-5_self-new-debiasing,0.8869565217391304,0.09891304347826088,0.8869565217391304
age_ambiguous_short_answer_gpt4o_self-debiasing,0.9864130434782609,0.0027173913043478264,0.9864130434782609
age_ambiguous_short_answer_gpt4o_self-new-debiasing,0.9798913043478261,0.015760869565217366,0.9798913043478261
disability_status_ambiguous_fill_blank_gpt3-5_self-debiasing,0.6143958868894601,0.041131105398457594,0.6143958868894601
disability_status_ambiguous_fill_blank_gpt3-5_self-new-debiasing,0.7172236503856041,0.035989717223650367,0.7172236503856041
disability_status_ambiguous_fill_blank_gpt4o_self-debiasing,0.9524421593830334,-0.021850899742930575,0.9524421593830334
disability_status_ambiguous_fill_blank_gpt4o_self-new-debiasing,0.9357326478149101,-0.012853470437017987,0.9357326478149101
disability_status_ambiguous_multiple_choice_gpt3-5_self-debiasing,0.6529562982005142,0.08483290488431877,0.6529562982005142
disability_status_ambiguous_multiple_choice_gpt3-5_self-new-debiasing,0.5449871465295629,-0.023136246786632383,0.5449871465295629
disability_status_ambiguous_multiple_choice_gpt4o_self-debiasing,0.9961439588688946,0.003856041131105381,0.9961439588688946
disability_status_ambiguous_multiple_choice_gpt4o_self-new-debiasing,0.9974293059125964,0.0025706940874036244,0.9974293059125964
disability_status_ambiguous_short_answer_gpt3-5_self-debiasing,0.890745501285347,0.032133676092545,0.890745501285347
disability_status_ambiguous_short_answer_gpt3-5_self-new-debiasing,0.8560411311053985,0.07197943444730076,0.8560411311053985
disability_status_ambiguous_short_answer_gpt4o_self-debiasing,0.9974293059125964,0.0025706940874036244,0.9974293059125964
disability_status_ambiguous_short_answer_gpt4o_self-new-debiasing,0.9948586118251928,0.0025706940874036244,0.9948586118251928
gender_identity_ambiguous_fill_blank_gpt3-5_self-debiasing,0.4012693935119887,0.04160789844851907,0.4012693935119887
gender_identity_ambiguous_fill_blank_gpt3-5_self-new-debiasing,0.5112834978843441,0.026798307475317383,0.5112834978843441
gender_identity_ambiguous_fill_blank_gpt4o_self-debiasing,0.8596614950634697,-0.014809590973201696,0.8596614950634697
gender_identity_ambiguous_fill_blank_gpt4o_self-new-debiasing,0.8667136812411848,0.0148095909732017,0.8667136812411848
gender_identity_ambiguous_multiple_choice_gpt3-5_self-debiasing,0.7845557122708039,0.05535966149506349,0.7845557122708039
gender_identity_ambiguous_multiple_choice_gpt3-5_self-new-debiasing,0.5264456981664316,-0.001057827926657288,0.5264456981664316
gender_identity_ambiguous_multiple_choice_gpt4o_self-debiasing,1.0,0.0,1.0
gender_identity_ambiguous_multiple_choice_gpt4o_self-new-debiasing,0.998589562764457,-0.0007052186177715081,0.998589562764457
gender_identity_ambiguous_short_answer_gpt3-5_self-debiasing,0.8913963328631875,0.0451339915373766,0.8913963328631875
gender_identity_ambiguous_short_answer_gpt3-5_self-new-debiasing,0.8811706629055007,0.04125528913963329,0.8811706629055007
gender_identity_ambiguous_short_answer_gpt4o_self-debiasing,0.998589562764457,-0.0007052186177715081,0.998589562764457
gender_identity_ambiguous_short_answer_gpt4o_self-new-debiasing,0.9904795486600846,-0.0010578279266572688,0.9904795486600846
nationality_ambiguous_fill_blank_gpt3-5_self-debiasing,0.4727272727272727,0.05454545454545454,0.4727272727272727
nationality_ambiguous_fill_blank_gpt3-5_self-new-debiasing,0.7753246753246753,0.05844155844155843,0.7753246753246753
nationality_ambiguous_fill_blank_gpt4o_self-debiasing,0.9467532467532468,-0.002597402597402598,0.9467532467532468
nationality_ambiguous_fill_blank_gpt4o_self-new-debiasing,0.9915584415584415,0.005844155844155865,0.9915584415584415
nationality_ambiguous_multiple_choice_gpt3-5_self-debiasing,0.7727272727272727,0.04025974025974024,0.7727272727272727
nationality_ambiguous_multiple_choice_gpt3-5_self-new-debiasing,0.5993506493506493,0.0123376623376623,0.5993506493506493
nationality_ambiguous_multiple_choice_gpt4o_self-debiasing,0.9987012987012988,0.0012987012987012436,0.9987012987012988
nationality_ambiguous_multiple_choice_gpt4o_self-new-debiasing,1.0,0.0,1.0
nationality_ambiguous_short_answer_gpt3-5_self-debiasing,0.8318181818181818,0.0435064935064935,0.8318181818181818
nationality_ambiguous_short_answer_gpt3-5_self-new-debiasing,0.8675324675324675,0.02987012987012989,0.8675324675324675
nationality_ambiguous_short_answer_gpt4o_self-debiasing,0.9844155844155844,0.0025974025974025996,0.9844155844155844
nationality_ambiguous_short_answer_gpt4o_self-new-debiasing,0.9824675324675325,0.0032467532467532413,0.9824675324675325
physical_appearance_ambiguous_fill_blank_gpt3-5_self-debiasing,0.6459390862944162,0.17893401015228427,0.6459390862944162
physical_appearance_ambiguous_fill_blank_gpt3-5_self-new-debiasing,0.766497461928934,0.10152284263959391,0.766497461928934
physical_appearance_ambiguous_fill_blank_gpt4o_self-debiasing,0.9784263959390863,-0.003807106598984769,0.9784263959390863
physical_appearance_ambiguous_fill_blank_gpt4o_self-new-debiasing,0.9758883248730964,-0.0038071065989847795,0.9758883248730964
physical_appearance_ambiguous_multiple_choice_gpt3-5_self-debiasing,0.8375634517766497,0.07868020304568529,0.8375634517766497
physical_appearance_ambiguous_multiple_choice_gpt3-5_self-new-debiasing,0.6129441624365483,0.02918781725888323,0.6129441624365483
physical_appearance_ambiguous_multiple_choice_gpt4o_self-debiasing,0.998730964467005,-0.0012690355329949554,0.998730964467005
physical_appearance_ambiguous_multiple_choice_gpt4o_self-new-debiasing,0.9974619289340102,0.0,0.9974619289340102
physical_appearance_ambiguous_short_answer_gpt3-5_self-debiasing,0.9631979695431472,-0.003807106598984774,0.9631979695431472
physical_appearance_ambiguous_short_answer_gpt3-5_self-new-debiasing,0.9543147208121827,0.0101522842639594,0.9543147208121827
physical_appearance_ambiguous_short_answer_gpt4o_self-debiasing,0.9949238578680203,0.0,0.9949238578680203
physical_appearance_ambiguous_short_answer_gpt4o_self-new-debiasing,0.9961928934010152,-0.0038071065989847552,0.9961928934010152
race_ethnicity_ambiguous_fill_blank_gpt3-5_self-debiasing,0.5476744186046512,0.00988372093023253,0.5476744186046512
race_ethnicity_ambiguous_fill_blank_gpt3-5_self-new-debiasing,0.690406976744186,0.007267441860465083,0.690406976744186
race_ethnicity_ambiguous_fill_blank_gpt4o_self-debiasing,0.8700581395348838,-0.0031976744186046555,0.8700581395348838
race_ethnicity_ambiguous_fill_blank_gpt4o_self-new-debiasing,0.9444767441860465,0.006686046511627901,0.9444767441860465
race_ethnicity_ambiguous_multiple_choice_gpt3-5_self-debiasing,0.8430232558139535,0.017441860465116282,0.8430232558139535
race_ethnicity_ambiguous_multiple_choice_gpt3-5_self-new-debiasing,0.6529069767441861,-0.008720930232558138,0.6529069767441861
race_ethnicity_ambiguous_multiple_choice_gpt4o_self-debiasing,1.0,0.0,1.0
race_ethnicity_ambiguous_multiple_choice_gpt4o_self-new-debiasing,1.0,0.0,1.0
race_ethnicity_ambiguous_short_answer_gpt3-5_self-debiasing,0.898546511627907,0.002616279069767436,0.898546511627907
race_ethnicity_ambiguous_short_answer_gpt3-5_self-new-debiasing,0.9174418604651163,-0.0005813953488372081,0.9174418604651163
race_ethnicity_ambiguous_short_answer_gpt4o_self-debiasing,0.997093023255814,0.0005813953488372102,0.997093023255814
race_ethnicity_ambiguous_short_answer_gpt4o_self-new-debiasing,0.9962209302325581,0.000872093023255826,0.9962209302325581
race_x_gender_ambiguous_fill_blank_gpt3-5_self-debiasing,0.668671679197995,0.0,0.668671679197995
race_x_gender_ambiguous_fill_blank_gpt3-5_self-new-debiasing,0.794360902255639,0.00012531328320800162,0.794360902255639
race_x_gender_ambiguous_fill_blank_gpt4o_self-debiasing,0.9738095238095238,0.005639097744360904,0.9738095238095238
race_x_gender_ambiguous_fill_blank_gpt4o_self-new-debiasing,0.9776942355889724,0.0012531328320802006,0.9776942355889724
race_x_gender_ambiguous_multiple_choice_gpt3-5_self-debiasing,0.7582706766917293,-0.012155388471177959,0.7582706766917293
race_x_gender_ambiguous_multiple_choice_gpt3-5_self-new-debiasing,0.6092731829573935,-0.025062656641603988,0.6092731829573935
race_x_gender_ambiguous_multiple_choice_gpt4o_self-debiasing,0.9994987468671679,-0.00025062656641605674,0.9994987468671679
race_x_gender_ambiguous_multiple_choice_gpt4o_self-new-debiasing,0.9991228070175439,-0.00037593984962406137,0.9991228070175439
race_x_gender_ambiguous_short_answer_gpt3-5_self-debiasing,0.8961152882205514,-0.009649122807017543,0.8961152882205514
race_x_gender_ambiguous_short_answer_gpt3-5_self-new-debiasing,0.9119047619047619,-0.012155388471177945,0.9119047619047619
race_x_gender_ambiguous_short_answer_gpt4o_self-debiasing,0.9989974937343359,-0.000250626566416029,0.9989974937343359
race_x_gender_ambiguous_short_answer_gpt4o_self-new-debiasing,0.9989974937343359,0.000250626566416029,0.9989974937343359
race_x_ses_ambiguous_fill_blank_gpt3-5_self-debiasing,0.8605734767025089,0.007526881720430105,0.8605734767025089
race_x_ses_ambiguous_fill_blank_gpt3-5_self-new-debiasing,0.8908602150537634,0.00698924731182796,0.8908602150537634
race_x_ses_ambiguous_fill_blank_gpt4o_self-debiasing,0.9774193548387097,0.0007168458781362032,0.9774193548387097
race_x_ses_ambiguous_fill_blank_gpt4o_self-new-debiasing,0.9905017921146954,0.003046594982078847,0.9905017921146954
race_x_ses_ambiguous_multiple_choice_gpt3-5_self-debiasing,0.8758064516129033,0.025985663082437264,0.8758064516129033
race_x_ses_ambiguous_multiple_choice_gpt3-5_self-new-debiasing,0.6345878136200717,0.010573476702508964,0.6345878136200717
race_x_ses_ambiguous_multiple_choice_gpt4o_self-debiasing,0.9996415770609319,-0.00035842293906807043,0.9996415770609319
race_x_ses_ambiguous_multiple_choice_gpt4o_self-new-debiasing,0.999820788530466,-0.00017921146953403522,0.999820788530466
race_x_ses_ambiguous_short_answer_gpt3-5_self-debiasing,0.9586021505376344,0.010573476702508952,0.9586021505376344
race_x_ses_ambiguous_short_answer_gpt3-5_self-new-debiasing,0.9636200716845879,0.009856630824372749,0.9636200716845879
race_x_ses_ambiguous_short_answer_gpt4o_self-debiasing,0.985663082437276,0.012544802867383534,0.985663082437276
race_x_ses_ambiguous_short_answer_gpt4o_self-new-debiasing,0.9774193548387097,0.016129032258064516,0.9774193548387097
religion_ambiguous_fill_blank_gpt3-5_self-debiasing,0.6783333333333333,0.10500000000000001,0.6783333333333333
religion_ambiguous_fill_blank_gpt3-5_self-new-debiasing,0.84,0.05333333333333333,0.84
religion_ambiguous_fill_blank_gpt4o_self-debiasing,0.9666666666666667,0.033333333333333326,0.9666666666666667
religion_ambiguous_fill_blank_gpt4o_self-new-debiasing,0.965,0.03166666666666669,0.965
religion_ambiguous_multiple_choice_gpt3-5_self-debiasing,0.8433333333333334,0.04333333333333333,0.8433333333333334
religion_ambiguous_multiple_choice_gpt3-5_self-new-debiasing,0.5166666666666667,-0.030000000000000002,0.5166666666666667
religion_ambiguous_multiple_choice_gpt4o_self-debiasing,0.965,0.03500000000000003,0.965
religion_ambiguous_multiple_choice_gpt4o_self-new-debiasing,1.0,0.0,1.0
religion_ambiguous_short_answer_gpt3-5_self-debiasing,0.8666666666666667,0.05666666666666666,0.8666666666666667
religion_ambiguous_short_answer_gpt3-5_self-new-debiasing,0.87,0.05999999999999999,0.87
religion_ambiguous_short_answer_gpt4o_self-debiasing,0.9416666666666667,0.05166666666666668,0.9416666666666667
religion_ambiguous_short_answer_gpt4o_self-new-debiasing,0.955,0.025000000000000022,0.955
ses_ambiguous_fill_blank_gpt3-5_self-debiasing,0.567016317016317,0.05477855477855473,0.567016317016317
ses_ambiguous_fill_blank_gpt3-5_self-new-debiasing,0.6704545454545454,0.024766899766899744,0.6704545454545454
ses_ambiguous_fill_blank_gpt4o_self-debiasing,0.9784382284382285,-0.0017482517482517441,0.9784382284382285
ses_ambiguous_fill_blank_gpt4o_self-new-debiasing,0.9787296037296037,0.007867132867132871,0.9787296037296037
ses_ambiguous_multiple_choice_gpt3-5_self-debiasing,0.8406177156177156,0.058566433566433575,0.8406177156177156
ses_ambiguous_multiple_choice_gpt3-5_self-new-debiasing,0.5472027972027972,0.01748251748251745,0.5472027972027972
ses_ambiguous_multiple_choice_gpt4o_self-debiasing,0.9994172494172494,0.0,0.9994172494172494
ses_ambiguous_multiple_choice_gpt4o_self-new-debiasing,1.0,0.0,1.0
ses_ambiguous_short_answer_gpt3-5_self-debiasing,0.960081585081585,0.0247668997668998,0.960081585081585
ses_ambiguous_short_answer_gpt3-5_self-new-debiasing,0.9332750582750583,0.03875291375291373,0.9332750582750583
ses_ambiguous_short_answer_gpt4o_self-debiasing,0.9985431235431236,-0.0002913752913752842,0.9985431235431236
ses_ambiguous_short_answer_gpt4o_self-new-debiasing,0.9694055944055944,0.025932400932400963,0.9694055944055944
sexual_orientation_ambiguous_fill_blank_gpt3-5_self-debiasing,0.7037037037037037,0.06018518518518518,0.7037037037037037
sexual_orientation_ambiguous_fill_blank_gpt3-5_self-new-debiasing,0.9351851851851852,0.0,0.9351851851851852
sexual_orientation_ambiguous_fill_blank_gpt4o_self-debiasing,0.9907407407407407,-0.0092592592592593,0.9907407407407407
sexual_orientation_ambiguous_fill_blank_gpt4o_self-new-debiasing,0.9976851851851852,0.0023148148148147696,0.9976851851851852
sexual_orientation_ambiguous_multiple_choice_gpt3-5_self-debiasing,0.8541666666666666,-0.0023148148148148234,0.8541666666666666
sexual_orientation_ambiguous_multiple_choice_gpt3-5_self-new-debiasing,0.5370370370370371,-0.04629629629629628,0.5370370370370371
